Unnamed: 0,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base_Model,Power_weight_ratio,power_torque_ratio,estimated_acceleration,torque_to_engine,engine_stress,specific_power,specific_torque,rpm_efficiency,norm_power,norm_torque,performance_index,Brand_Category
0,2.0,64.4,325000,2012,30000,0.6,0.2,0.2,0.3,0.2,3850.0,1695.0,1530.0,5.0,42.0,13.8,0.05555555555555555,0.7456140350877193,0.01084010840108401,0.09523809523809523,1.5,71.0108604845447,95.23809523809523,2000.0,0.014166666666666666,0.0285,111.6,0.1
1,2.0,71.6,850000,2018,85000,0.3,0.2,0.2,0.3,0.2,3995.0,1790.0,1640.0,5.0,48.0,15.4,0.05426829268292683,0.445,0.008565310492505354,0.16025641025641027,2.2857142857142856,71.31410256410257,160.25641025641025,2250.0,0.02225,0.11428571428571428,156.25714285714287,0.1
2,3.0,37.2,1199000,2012,12749,0.3,0.2,0.2,0.3,0.1,4705.0,1840.0,1850.0,7.0,80.0,6.9,0.09135135135135135,0.49271137026239065,0.004705882352941176,0.11502347417840375,2.5714285714285716,56.67337357478202,115.02347417840375,2200.0,0.04694444444444444,0.245,264.31428571428575,0.3
3,1.2,20.8,1495000,2018,28000,0.6,0.1,0.2,0.3,0.2,4395.0,1818.0,1640.0,5.0,60.0,4.3,0.0975609756097561,0.64,0.005479452054794521,0.1827485380116959,2.2,116.95906432748536,182.7485380116959,3000.0,0.02909090909090909,0.1,218.0,0.3
4,0.9,80.5,560000,2016,22700,0.6,0.2,0.2,0.3,0.2,3995.0,1760.0,1555.0,5.0,45.0,17.5,0.052733118971061095,0.7130434782608696,0.0110803324099723,0.0960735171261487,1.5,68.50459482038428,96.0735171261487,2000.0,0.013666666666666667,0.02875,110.19999999999999,0.1
5,2.1,39.1,13000000,2021,20000,0.3,0.1,0.2,0.3,0.1,5207.0,2157.0,1823.0,7.0,90.0,7.4,0.17882611080636313,0.4657142857142857,0.0023837902264600714,0.23931623931623933,3.0,111.45299145299145,239.31623931623932,2400.0,0.09055555555555556,0.5833333333333334,505.6,0.2
6,0.8,19.4,1199000,2020,26497,0.6,0.2,0.4,0.3,0.2,4440.0,1695.0,1495.0,5.0,40.0,4.0,0.0782608695652174,0.8068965517241379,0.008064516129032258,0.09686038744154976,1.434782608695652,78.1563126252505,96.86038744154976,2000.0,0.017727272727272727,0.03152173913043478,142.54782608695652,0.3
7,0.7,32.6,3250000,2019,34000,0.3,0.1,0.2,0.3,0.1,4903.0,1869.0,1837.0,7.0,80.0,5.8,0.10724006532389765,0.41914893617021276,0.003770028275212064,0.14696685428392744,1.7142857142857142,61.60100062539087,146.96685428392746,1250.0,0.06566666666666666,0.26857142857142857,323.34285714285716,0.1
8,0.1,3.3,2089999,2018,15600,0.6,0.1,0.2,0.2,0.2,4456.0,1796.0,1416.0,5.0,50.0,1.0,0.10451977401129943,0.592,0.005763688760806916,0.17921146953405018,3.3333333333333335,106.0931899641577,179.21146953405017,3500.0,0.0296,0.16666666666666666,222.13333333333335,0.2
9,2.0,74.0,699000,2020,30777,0.6,0.1,0.2,0.3,0.2,3655.0,1620.0,1675.0,5.0,32.0,15.6,0.04895522388059702,0.7256637168141593,0.011142061281337047,0.09440267335004177,1.4285714285714286,68.50459482038428,94.40267335004177,1800.0,0.013666666666666667,0.026904761904761904,108.6857142857143,0.1
10,2.0,55.9,120000,2009,80000,0.3,0.2,0.1,0.3,0.2,3715.0,1680.0,1620.0,5.0,43.0,12.3,0.046296296296296294,0.39473684210526316,0.00963855421686747,0.15224358974358973,2.3333333333333335,60.09615384615385,152.24358974358975,2400.0,0.017857142857142856,0.10555555555555556,144.33333333333334,0.1
11,0.9,22.6,850000,2016,72000,0.3,0.2,0.2,0.3,0.2,4270.0,1780.0,1630.0,5.0,60.0,4.7,0.07730061349693251,0.47547169811320755,0.006220839813374806,0.1675094816687737,2.1052631578947367,79.64601769911503,167.5094816687737,2100.0,0.0315,0.1394736842105263,202.65263157894736,0.1
12,0.8,17.8,100000,2002,65494,0.6,0.2,0.2,0.3,0.2,4331.0,1775.0,1545.0,5.0,50.0,4.0,0.07572815533980583,0.585,0.007259528130671506,0.13360053440213762,2.3333333333333335,78.1563126252505,133.6005344021376,2400.0,0.027857142857142858,0.1111111111111111,173.53333333333333,0.3
13,2.0,72.4,425000,2018,18000,0.6,0.2,0.2,0.3,0.2,3599.0,1495.0,1700.0,5.0,35.0,15.6,0.039411764705882354,0.7444444444444445,0.013745704467353952,0.09018036072144289,1.7714285714285714,67.13426853707415,90.18036072144288,2700.0,0.010806451612903226,0.025714285714285714,93.91428571428571,0.1
14,0.9,70.4,425000,2012,70000,0.3,0.2,0.4,0.3,0.2,4370.0,1700.0,1475.0,5.0,43.0,15.3,0.08542372881355932,0.4846153846153846,0.006269592476489028,0.16434892541087232,2.1052631578947367,79.64601769911503,164.3489254108723,2100.0,0.0315,0.1368421052631579,200.65263157894736,0.1
15,0.9,24.2,1260000,2018,36000,0.6,0.1,0.2,0.3,0.2,4270.0,1780.0,1665.0,5.0,55.0,4.7,0.07327327327327328,0.8079470198675497,0.007736943907156673,0.09490886235072282,1.3195876288659794,76.68133249528599,94.90886235072281,1550.0,0.0190625,0.0311340206185567,146.79587628865983,0.1
16,0.1,53.5,2200000,2014,95000,0.3,0.1,0.2,0.3,0.1,5089.0,1983.0,1737.0,7.0,100.0,11.5,0.13874496257915947,0.4381818181818182,0.003142183817753339,0.18537243006403775,2.1714285714285713,81.226828446242,185.37243006403773,2050.0,0.06342105263157895,0.3142857142857143,386.31428571428575,0.2
